fitness_score,loc,lloc,sloc,comment,multi,blank,avg_cyclomatic_complexity,maintainability_index,halstead_h1,halstead_h2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs
0.761062292091458,65,34,47,11,0,9,0.0,78.17605575625649,3,9,5,10,12,15,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
0.9725369126244651,47,26,35,5,0,7,0.0,79.06844052721269,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
0.9725369126244651,31,20,19,1,6,5,5.0,88.74273097958164,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.6471703113953136,52,24,33,12,0,8,0.0,84.09261462575435,5,11,6,12,16,18,72.0,2.727272727272727,196.36363636363635,10.909090909090908,0.024
0.853901143761556,35,23,21,8,0,7,0.0,87.60342010804261,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.6675916849793366,55,37,36,4,6,10,7.0,77.86919204667477,5,10,6,12,15,18,70.32403072095333,3.0,210.97209216286,11.720671786825555,0.02344134357365111
1.3467572330483153,45,31,29,11,0,9,0.0,82.29176742569013,4,9,5,10,13,15,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
0.9725369126244651,50,31,33,8,0,10,0.0,80.3720702876404,3,7,4,8,10,12,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.013287712379549451
0.853901143761556,55,34,32,15,6,8,11.0,79.70949199202522,6,14,9,18,20,27,116.69205856195879,3.857142857142857,450.09794016755535,25.005441120419743,0.03889735285398626
0.9725369126244651,67,30,43,12,0,12,0.0,79.89010238603761,4,11,6,12,15,18,70.32403072095333,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111
0.7610622920914578,44,32,32,10,0,6,0.0,78.27027395196056,5,15,9,18,20,27,116.69205856195879,3.0,350.07617568587636,19.44867642699313,0.03889735285398626
0.9725369126244651,33,23,21,6,0,6,0.0,85.75875818836347,3,5,3,6,8,9,27.0,1.8,48.6,2.7,0.009
0.8141740493631464,46,28,34,6,0,7,0.0,76.3107440543065,6,9,7,14,15,21,82.0447025077789,4.666666666666667,382.8752783696349,21.27084879831305,0.02734823416925963
4.89169075846944,38,23,23,10,0,7,0.0,85.95270294103729,4,10,5,10,14,15,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
0.6194681409099084,40,25,24,10,0,8,0.0,81.31041084594003,8,17,12,24,25,36,167.17882283189007,5.647058823529412,944.0686465800852,52.448258143338066,0.05572627427729669
0.8048132202416446,45,32,32,10,0,7,0.0,80.89521512967345,3,9,5,10,12,15,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
1.129456670191816,44,28,25,8,7,9,9.0,82.49819434076885,7,10,8,16,17,24,98.09910819000817,5.6,549.3550058640457,30.519722548002537,0.03269970273000272
0.9725369126244651,46,28,26,3,6,11,6.0,83.86753981567577,3,7,4,8,10,12,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.013287712379549451
1.2197277703406781,48,36,34,6,0,8,0.0,72.89373911238077,4,13,9,18,17,27,110.36149671375918,2.769230769230769,305.6164524381023,16.978691802116796,0.03678716557125306
0.9725369126244651,41,25,29,7,0,5,0.0,81.05921699880754,4,7,6,11,11,17,58.81033751683406,3.142857142857143,184.83248933862134,10.268471629923408,0.019603445838944685
1.1779891542264571,44,32,29,10,0,8,3.0,82.72131333395691,3,6,4,8,9,12,38.03910001730775,2.0,76.0782000346155,4.226566668589751,0.012679700005769252
0.9093660517385167,53,33,31,9,6,11,12.0,78.61771265675904,6,21,12,24,27,36,171.1759500778849,3.4285714285714284,586.8889716956053,32.60494287197807,0.05705865002596163
1.6675916849793366,63,37,45,5,0,14,3.0,71.44606962078747,4,10,5,10,14,15,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
0.7610622920914578,35,26,24,6,0,7,0.0,82.15392042689966,3,8,4,8,11,12,41.51317942364757,1.5,62.26976913547136,3.4594316186372978,0.01383772647454919
0.6864312956318976,31,20,18,9,0,6,0.0,88.58475229213529,4,8,4,8,12,12,43.01955000865388,2.0,86.03910001730776,4.779950000961542,0.014339850002884626
4.89169075846944,38,23,23,10,0,7,0.0,85.95270294103729,4,10,5,10,14,15,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
2.599978695743248,63,37,46,9,0,13,10.0,72.46902515564568,5,17,11,22,22,33,147.1612434150308,3.235294117647059,476.1099051662762,26.450550287015343,0.04905374780501027
2.5948315988836113,76,49,48,14,6,15,11.0,72.78473615948097,7,30,19,38,37,57,296.93884184085016,4.433333333333334,1316.4288654944357,73.13493697191309,0.09897961394695005
2.2300198512981466,49,34,34,14,0,8,0.0,81.0393562155881,5,11,6,12,16,18,72.0,2.727272727272727,196.36363636363635,10.909090909090908,0.024
1.6675916849793366,55,37,36,4,6,10,7.0,77.86919204667477,5,10,6,12,15,18,70.32403072095333,3.0,210.97209216286,11.720671786825555,0.02344134357365111
1.6675916849793366,63,37,45,5,0,14,3.0,71.44606962078747,4,10,5,10,14,15,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
1.6471703113953136,52,24,33,12,0,8,0.0,84.09261462575435,5,11,6,12,16,18,72.0,2.727272727272727,196.36363636363635,10.909090909090908,0.024
1.5905423660240647,41,27,27,10,0,7,0.0,83.51679275536885,4,10,5,10,14,15,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
1.4163360904027316,48,36,33,11,0,8,5.0,77.66565027181387,7,14,9,18,21,27,118.59257041502654,4.5,533.6665668676194,29.648142603756632,0.03953085680500885
1.3891685114505885,62,47,47,13,0,8,0.0,72.30440346702704,6,18,12,24,24,36,165.05865002596164,4.0,660.2346001038466,36.679700005769256,0.05501955000865388
1.3467572330483153,45,31,29,11,0,9,0.0,82.29176742569013,4,9,5,10,13,15,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
1.3467572330483153,61,37,34,9,6,15,8.0,78.10157398592952,6,19,11,22,25,33,153.24725426256592,3.473684210526316,532.332567438387,29.57403152435483,0.05108241808752197
1.2197277703406781,48,36,34,6,0,8,0.0,72.89373911238077,4,13,9,18,17,27,110.36149671375918,2.769230769230769,305.6164524381023,16.978691802116796,0.03678716557125306
1.198838392069847,67,40,39,12,6,14,12.0,75.41291275293824,7,26,17,34,33,51,257.2641000872811,4.576923076923077,1177.477996553325,65.4154442529625,0.0857547000290937
1.1779891542264571,44,32,29,10,0,8,3.0,82.72131333395691,3,6,4,8,9,12,38.03910001730775,2.0,76.0782000346155,4.226566668589751,0.012679700005769252
1.1779891542264571,52,37,34,14,0,10,3.0,81.16393193452527,4,9,5,10,13,15,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
1.129456670191816,44,28,25,8,7,9,9.0,82.49819434076885,7,10,8,16,17,24,98.09910819000817,5.6,549.3550058640457,30.519722548002537,0.03269970273000272
0.9725369126244651,47,26,35,5,0,7,0.0,79.06844052721269,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
0.9725369126244651,31,20,19,1,6,5,5.0,88.74273097958164,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
0.9725369126244651,50,31,33,8,0,10,0.0,80.3720702876404,3,7,4,8,10,12,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.013287712379549451
0.9725369126244651,67,30,43,12,0,12,0.0,79.89010238603761,4,11,6,12,15,18,70.32403072095333,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111
0.9725369126244651,33,23,21,6,0,6,0.0,85.75875818836347,3,5,3,6,8,9,27.0,1.8,48.6,2.7,0.009
0.9725369126244651,46,28,26,3,6,11,6.0,83.86753981567577,3,7,4,8,10,12,39.863137138648355,1.7142857142857142,68.33680652339717,3.796489251299843,0.013287712379549451
0.9725369126244651,41,25,29,7,0,5,0.0,81.05921699880754,4,7,6,11,11,17,58.81033751683406,3.142857142857143,184.83248933862134,10.268471629923408,0.019603445838944685
0.9093660517385167,53,33,31,9,6,11,12.0,78.61771265675904,6,21,12,24,27,36,171.1759500778849,3.4285714285714284,586.8889716956053,32.60494287197807,0.05705865002596163
4.89169075846944,38,23,23,10,0,7,0.0,85.95270294103729,4,10,5,10,14,15,57.110323830864054,2.0,114.22064766172811,6.345591536762672,0.019036774610288017
3.6039194625908078,53,34,31,10,7,12,12.0,77.91664428445937,5,21,15,30,26,45,211.51978731634918,3.5714285714285716,755.4278118441042,41.9682117691169,0.07050659577211639
2.994726193578027,45,27,25,13,0,10,0.0,81.88078146131345,7,17,10,20,24,30,137.5488750216347,4.117647058823529,566.3777206773193,31.46542892651774,0.04584962500721157
2.7570066755888254,166,96,113,31,6,27,44.0,55.184202765687544,16,122,82,168,138,250,1777.1311141945425,11.01639344262295,19577.575553093975,1087.6430862829986,0.5923770380648475
2.599978695743248,63,37,46,9,0,13,10.0,72.46902515564568,5,17,11,22,22,33,147.1612434150308,3.235294117647059,476.1099051662762,26.450550287015343,0.04905374780501027
2.599978695743248,65,38,47,10,0,13,10.0,72.54766143270282,6,18,12,24,24,36,165.05865002596164,4.0,660.2346001038466,36.679700005769256,0.05501955000865388
2.5948315988836113,76,49,48,14,6,15,11.0,72.78473615948097,7,30,19,38,37,57,296.93884184085016,4.433333333333334,1316.4288654944357,73.13493697191309,0.09897961394695005
2.555690774819719,67,40,49,16,0,9,0.0,75.39435765169034,6,18,12,24,24,36,165.05865002596164,4.0,660.2346001038466,36.679700005769256,0.05501955000865388
2.465669506098432,62,42,42,15,0,11,0.0,74.37563218840313,8,23,15,29,31,44,217.98463765702255,5.043478260869565,1099.4007812267225,61.077821179262365,0.07266154588567418
2.3795529708725502,56,27,36,14,0,9,0.0,81.46127875001314,5,17,10,20,22,30,133.78294855911892,2.9411764705882355,393.4792604679969,21.859958914888715,0.044594316186372975
2.3790671295773826,55,35,35,12,0,10,0.0,77.16361572108632,6,20,12,24,26,36,169.21582985307933,3.6,609.1769874710856,33.843165970615864,0.05640527661769311
2.3790671295773826,67,41,49,7,0,14,3.5,71.23912709564955,3,12,7,14,15,21,82.0447025077789,1.75,143.57822938861307,7.9765682993673925,0.02734823416925963
2.3790671295773826,80,44,55,15,0,16,4.5,71.76492027592266,7,29,18,36,36,54,279.17595007788486,4.344827586206897,1212.9713693039137,67.38729829466187,0.09305865002596161
2.3790671295773826,54,32,29,8,6,11,8.0,81.53993987695885,4,13,7,14,17,21,85.83671966625714,2.1538461538461537,184.87908851193845,10.27106047288547,0.02861223988875238
2.3684875374464665,69,37,45,13,0,12,6.0,75.03797027192977,9,19,13,26,28,39,187.48684196024655,6.157894736842105,1154.5242373341498,64.14023540745276,0.06249561398674885
2.3308516138839384,73,39,47,19,0,12,3.0,78.40388731144624,6,15,9,18,21,27,118.59257041502654,3.6,426.93325349409554,23.718514083005307,0.03953085680500885
2.2300198512981466,49,34,34,14,0,8,0.0,81.0393562155881,5,11,6,12,16,18,72.0,2.727272727272727,196.36363636363635,10.909090909090908,0.024
2.2300198512981466,54,38,38,16,0,8,0.0,79.41757720066872,5,12,7,14,17,21,85.83671966625714,2.9166666666666665,250.3570990265833,13.908727723699073,0.02861223988875238
