fitness_score,loc,lloc,sloc,comment,multi,blank,avg_cyclomatic_complexity,maintainability_index,halstead_h1,halstead_h2,halstead_N1,halstead_N2,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs
0.8785254530243983,52,37,38,0,6,8,7.0,72.98536779517089,5,9,7,13,14,20,76.14709844115208,3.611111111111111,274.97563325971583,15.276424069984213,0.025382366147050694
1.1929317158536479,53,41,40,1,4,9,7.0,71.31524435731461,4,8,5,10,12,15,53.77443751081735,2.5,134.43609377704337,7.468671876502409,0.017924812503605784
1.3101507439820568,45,30,29,4,6,9,6.0,82.72153896820024,3,7,5,9,10,14,46.50699332842308,1.9285714285714286,89.6920585619588,4.982892142331044,0.01550233110947436
1.3101507439820568,47,27,28,0,10,9,4.0,85.71969461885955,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.3101507439820568,37,27,26,0,4,7,4.0,79.31441022685796,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,63,43,43,1,10,10,11.0,74.14223067155147,4,13,8,16,17,24,98.09910819000817,2.4615384615384617,241.47472785232782,13.415262658462657,0.03269970273000272
2.9562101232002433,71,62,62,1,0,9,13.0,51.44520039031955,3,14,12,24,17,36,147.14866228501225,2.5714285714285716,378.3822744471744,21.021237469287467,0.04904955409500408
0.9869028637025704,45,23,24,1,12,9,4.0,88.80949605593838,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.1028652908745253,47,31,32,0,6,9,4.0,79.62652447254989,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.3101507439820568,29,19,19,5,0,5,0.0,86.95995618137113,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.3101507439820568,63,42,43,3,7,12,8.0,72.705687792093,8,15,12,23,23,35,158.32466846199546,6.133333333333334,971.0579665669055,53.94766480927253,0.05277488948733182
1.9482887244344775,41,29,30,0,3,8,4.0,75.22180279245792,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,35,24,26,0,0,9,4.0,61.01747456215376,2,4,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
1.3101507439820568,58,35,36,2,10,11,9.0,77.6356385355934,3,15,10,20,18,30,125.09775004326937,2.0,250.19550008653874,13.899750004807707,0.04169925001442312
0.9869028637025704,41,30,32,2,0,8,5.0,70.14504545534922,4,8,4,8,12,12,43.01955000865388,2.0,86.03910001730776,4.779950000961542,0.014339850002884626
1.3101507439820568,36,25,27,0,0,9,4.0,58.81044440579687,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,49,27,28,1,11,10,4.0,86.65224570195763,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.3101507439820568,46,26,27,0,10,9,5.0,85.11007872044473,2,7,4,8,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252
1.9482887244344775,51,29,30,0,12,9,4.0,85.65913033856113,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
3.7983682161077206,38,29,31,3,0,7,6.0,72.60967267152944,3,9,5,10,12,15,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
0.7915958186278652,39,23,22,3,7,7,4.0,90.21992691293346,2,4,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
1.3101507439820568,44,32,33,1,3,8,8.0,70.84637829975605,4,15,9,18,19,27,114.6940428629768,2.4,275.2657028711443,15.292539048396906,0.03823134762099227
1.9482887244344775,34,25,26,1,3,5,4.0,80.04351482709498,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.3101507439820568,34,22,24,3,0,7,4.0,81.3972817885313,2,4,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
1.3101507439820568,59,40,41,1,7,10,8.0,71.75496582437832,8,15,12,23,23,35,158.32466846199546,6.133333333333334,971.0579665669055,53.94766480927253,0.05277488948733182
75.35256878225069,85,45,48,2,21,14,6.0,80.21200383691328,3,7,5,10,10,15,49.82892142331044,2.142857142857143,106.77626019280808,5.932014455156004,0.016609640474436815
11.328755677393376,77,68,68,3,0,9,14.0,54.79688264395332,4,15,13,26,19,39,165.66917302429982,3.466666666666667,574.3197998175727,31.90665554542071,0.05522305767476661
3.7983682161077206,38,29,31,3,0,7,6.0,72.60967267152944,3,9,5,10,12,15,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
3.7983682161077206,53,38,37,2,3,12,5.0,72.8323600064745,4,9,5,10,13,15,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
3.7983682161077206,59,40,44,6,0,15,6.0,70.7639733061761,5,13,7,14,18,21,87.56842503028855,2.6923076923076925,235.76114431231534,13.097841350684185,0.029189475010096184
3.7983682161077206,54,27,28,2,16,10,5.0,86.02441366321408,2,7,4,8,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252
3.7983682161077206,74,50,49,12,7,18,8.0,73.5504852538408,7,23,14,29,30,43,210.99629561116632,4.413043478260869,931.1358262840599,51.72976812689222,0.07033209853705544
3.7983682161077206,150,98,104,8,15,31,7.0,61.861678519990136,7,29,18,34,36,52,268.8361000750002,4.103448275862069,1103.1550313422424,61.28639063012458,0.08961203335833341
2.9562101232002433,71,62,62,1,0,9,13.0,51.44520039031955,3,14,12,24,17,36,147.14866228501225,2.5714285714285716,378.3822744471744,21.021237469287467,0.04904955409500408
2.9562101232002433,70,60,60,3,0,10,13.0,57.217910111705216,3,14,12,24,17,36,147.14866228501225,2.5714285714285716,378.3822744471744,21.021237469287467,0.04904955409500408
2.9562101232002433,71,62,62,2,0,9,13.0,54.410703849907804,3,15,12,24,18,36,150.11730005192322,2.4,360.2815201246157,20.015640006923096,0.05003910001730774
2.752766237730663,62,44,47,9,3,11,6.0,75.18847163023241,4,12,7,14,16,21,84.0,2.3333333333333335,196.0,10.88888888888889,0.028
2.189481914895713,50,39,40,5,0,10,6.0,70.97309755037509,4,11,6,12,15,18,70.32403072095333,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111
2.1585640216522264,59,46,45,4,4,10,7.0,71.98164308273583,4,9,7,13,13,20,74.00879436282185,2.888888888888889,213.80318371481866,11.87795465082326,0.024669598120940616
1.9734412216500852,63,35,35,7,14,14,5.0,82.61586146598334,3,9,5,10,12,15,53.77443751081735,1.6666666666666667,89.62406251802892,4.9791145843349405,0.017924812503605784
1.9482887244344775,63,43,43,1,10,10,11.0,74.14223067155147,4,13,8,16,17,24,98.09910819000817,2.4615384615384617,241.47472785232782,13.415262658462657,0.03269970273000272
1.9482887244344775,41,29,30,0,3,8,4.0,75.22180279245792,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,35,24,26,0,0,9,4.0,61.01747456215376,2,4,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
1.9482887244344775,49,27,28,1,11,10,4.0,86.65224570195763,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,51,29,30,0,12,9,4.0,85.65913033856113,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,34,25,26,1,3,5,4.0,80.04351482709498,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
1.9482887244344775,68,41,41,5,11,15,6.0,79.92796089540734,4,9,5,10,13,15,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
1.9482887244344775,42,30,31,5,0,11,6.0,76.37683693583375,4,9,5,10,13,15,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546
1.9482887244344775,35,24,26,1,0,9,4.0,72.5752458056663,2,4,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
1.9482887244344775,52,27,28,2,14,10,4.0,87.32081610544584,2,6,3,6,8,9,27.0,1.0,27.0,1.5,0.009
75.35256878225069,85,45,48,2,21,14,6.0,80.21200383691328,3,7,5,10,10,15,49.82892142331044,2.142857142857143,106.77626019280808,5.932014455156004,0.016609640474436815
75.35256878225069,59,30,31,4,18,10,6.0,83.62182091391291,2,9,5,10,11,15,51.89147427955947,1.1111111111111112,57.65719364395497,3.203177424664165,0.01729715809318649
